,State,County,latitude,longitude
0,NY,Suffolk,40.81,-73.04
2,PR,Adjuntas,18.16,-66.72
4,PR,Aguadilla,18.43,-67.15
7,PR,Maricao,18.18,-66.98
10,PR,Arecibo,18.45,-66.73
14,PR,Barceloneta,18.45,-66.53
65,PR,Patillas,18,-66.01
70,PR,CanÃ³vanas,18.37,-65.9
88,PR,Santa Isabel,17.97,-66.4
104,PR,Aibonito,18.16,-66.23
150,PR,San Juan,18.4,-66.06
163,PR,Toa Baja,18.42,-66.19
164,PR,Toa Alta,18.39,-66.25
167,PR,BayamÃ³n,18.28,-66.13
173,PR,CataÃ±o,18.43,-66.11
175,PR,Guaynabo,18.38,-66.11
182,PR,Trujillo Alto,18.36,-66.01
185,PR,Carolina,18.4,-65.98
194,MA,Hampden,42.06,-72.61
195,MA,Hampshire,42.37,-72.52
198,MA,Worcester,42.42,-72.1
213,MA,Berkshire,42.17,-73.03
229,MA,Franklin,42.45,-72.5
360,MA,Middlesex,42.68,-71.81
495,MA,Essex,42.65,-71.14
577,MA,Plymouth,42.17,-70.88
578,MA,Norfolk,42.09,-71.47
585,MA,Bristol,42.02,-71.17
616,MA,Suffolk,42.35,-71.06
784,MA,Barnstable,41.75,-70.61
786,MA,Dukes,41.34,-70.74
797,MA,Nantucket,41.27,-70.1
900,RI,Newport,41.51,-71.16
901,RI,Providence,41.95,-71.45
902,RI,Washington,41.42,-71.78
903,RI,Bristol,41.73,-71.31
911,RI,Kent,41.68,-71.66
992,NH,Hillsborough,42.86,-71.61
993,NH,Rockingham,43,-71.34
1005,NH,Merrimack,43.1,-71.59
1041,NH,Grafton,43.95,-71.5
1044,NH,Belknap,43.33,-71.29
1052,NH,Carroll,43.83,-71.47
1094,NH,Sullivan,43.17,-72.09
1112,NH,Cheshire,42.95,-72.29
1141,NH,Coos,44.48,-71.25
1154,NH,CoÃ¶s,44.27,-71.3
1210,NH,Strafford,43.26,-71.11
1277,ME,York,43.26,-70.86
1290,ME,Cumberland,43.73,-69.99
1295,ME,Sagadahoc,44.01,-69.89
1297,ME,Oxford,43.93,-70.9
1381,ME,Androscoggin,44.08,-70.24
1392,ME,Franklin,44.62,-70.25
1414,ME,Kennebec,44.23,-70.01
1446,ME,Lincoln,44.27,-69.49
1459,ME,Waldo,44.4,-69.47
1467,ME,Penobscot,44.83,-68.78
1469,ME,Piscataquis,45.18,-69.45
1470,ME,Hancock,44.85,-68.32
1474,ME,Washington,45.52,-67.76
1501,ME,Aroostook,45.54,-68.2
1522,ME,Somerset,45.67,-69.74
1544,ME,Knox,43.98,-69.33
1765,VT,Windsor,43.65,-72.32
1770,VT,Orange,43.99,-72.12
1779,VT,Caledonia,44.19,-72.07
1819,VT,Windham,43.13,-72.45
1829,VT,Bennington,43.23,-72.89
1874,VT,Chittenden,44.48,-73.22
1883,VT,Grand Isle,44.97,-73.3
1884,VT,Franklin,44.78,-72.8
1885,VT,Lamoille,44.75,-72.68
1886,VT,Addison,44.13,-73.08
1937,VT,Washington,44.26,-72.57
1980,VT,Rutland,43.6,-72.97
2004,CT,Hartford,41.87,-72.67
2027,VT,Orleans,44.73,-72.38
2031,VT,Essex,44.43,-71.88
2086,CT,Litchfield,42.03,-73.33
2097,CT,Tolland,41.9,-72.46
2206,CT,Windham,41.71,-72.21
2224,CT,New London,41.66,-72.24
2289,CT,New Haven,41.34,-73.06
2291,CT,Fairfield,41.39,-73.31
2294,CT,Middlesex,41.34,-72.41
2471,NJ,Bergen,40.85,-74.08
2521,NJ,Middlesex,40.58,-74.27
2522,NJ,Hudson,40.66,-74.11
2523,NJ,Essex,40.81,-74.18
2525,NJ,Morris,40.9,-74.4
2531,NJ,Passaic,40.86,-74.15
2537,NJ,Union,40.65,-74.3
2573,NJ,Somerset,40.63,-74.51
2660,NJ,Sussex,41.11,-74.58
2760,NJ,Monmouth,40.34,-74.06
2813,NJ,Warren,40.91,-74.83
2822,NJ,Hunterdon,40.71,-74.83
2901,NJ,Salem,39.56,-75.34
2902,NJ,Camden,39.9,-74.99
2905,NJ,Ocean,39.75,-74.22
2910,NJ,Burlington,40.06,-74.92
2913,NJ,Gloucester,39.8,-75.34
2935,NJ,Atlantic,39.65,-74.77
3004,NJ,Cape May,39.09,-74.73
3040,NJ,Cumberland,39.42,-75.22
3094,NJ,Mercer,40.26,-74.52
3669,NY,New York,40.71,-73.99
3788,NY,Kings,40.64,-73.94
3835,NY,Richmond,40.58,-74.14
3849,NY,Bronx,40.84,-73.87
3876,NY,Westchester,41.29,-73.76
3883,NY,Putnam,41.39,-73.61
3969,NY,Rockland,41.11,-74.14
3970,NY,Orange,41.22,-74.18
4037,NY,Nassau,40.72,-73.7
4038,NY,Queens,40.72,-73.7
4387,NY,Albany,42.45,-74.03
4388,NY,Schenectady,42.85,-73.9
4390,NY,Montgomery,42.94,-74.19
4391,NY,Greene,42.26,-73.81
4393,NY,Columbia,42.32,-73.47
4394,NY,Rensselaer,42.63,-73.55
4395,NY,Saratoga,42.92,-73.84
4400,NY,Fulton,43.05,-74.19
4404,NY,Schoharie,42.74,-74.45
4424,NY,Washington,42.94,-73.39
4431,NY,Otsego,42.61,-74.67
4460,NY,Hamilton,43.55,-74.43
4503,NY,Delaware,42.4,-74.61
4592,NY,Ulster,41.93,-73.99
4675,NY,Dutchess,41.84,-73.55
4754,NY,Sullivan,41.65,-74.68
4815,NY,Warren,43.31,-73.64
4854,NY,Essex,43.78,-73.97
4882,NY,Clinton,44.69,-73.45
4888,NY,Franklin,44.93,-74.59
4896,NY,St Lawrence,44.28,-74.67
4956,NY,Onondaga,42.81,-76.07
4957,NY,Cayuga,42.93,-76.56
4962,NY,Oswego,43.29,-75.93
4964,NY,Madison,42.91,-76.75
4973,NY,Cortland,42.54,-75.89
4975,NY,Oneida,43.23,-75.88
4981,NY,Tompkins,42.49,-76.29
4990,NY,Seneca,42.81,-76.8
5032,NY,Chenango,42.65,-75.81
5045,NY,Wayne,43.24,-76.72
5098,NY,Lewis,43.87,-75.44
5115,NY,Herkimer,43.24,-75.03
5224,NY,Jefferson,43.97,-75.91
5267,NY,St. Lawrence,44.92,-74.72
5314,NY,Tioga,42.07,-76.16
5318,NY,Broome,42.1,-75.97
5410,NY,Erie,43.01,-78.49
5412,NY,Genesee,42.9,-78.26
5414,NY,Niagara,43.31,-78.63
5415,NY,Wyoming,42.53,-78.43
5427,NY,Allegany,42.47,-78.25
5439,NY,Cattaraugus,42.42,-78.98
5443,NY,Chautauqua,42.47,-79.33
5474,NY,Orleans,43.32,-78.38
5565,NY,Monroe,43.19,-77.86
5568,NY,Livingston,42.91,-77.74
5569,NY,Yates,42.75,-77.01
5575,NY,Ontario,42.88,-77.28
5641,NY,Steuben,42.53,-77.62
5799,NY,Schuyler,42.31,-76.72
5807,NY,Chemung,42.13,-76.93
5882,PA,Beaver,40.61,-80.25
5884,PA,Washington,40.39,-80.44
5886,PA,Allegheny,40.54,-79.83
5890,PA,Westmoreland,40.12,-79.86
6069,PA,Greene,39.82,-80.45
6125,PA,Fayette,39.89,-79.72
6127,PA,Somerset,39.74,-79.33
6153,PA,Monongalia,39.74,-79.81
6203,PA,Bedford,40.19,-78.62
6211,PA,Fulton,39.93,-78.21
6249,PA,Armstrong,40.52,-79.47
6299,PA,Indiana,40.48,-79.44
6319,PA,Jefferson,41.01,-78.96
6322,PA,Cambria,40.66,-78.78
6327,PA,Clearfield,40.81,-78.78
6382,PA,Elk,41.31,-78.33
6388,PA,Forest,41.32,-79.14
6391,PA,Cameron,41.34,-78.13
6458,PA,Butler,40.86,-79.89
6471,PA,Clarion,40.98,-79.61
6500,PA,Lawrence,40.99,-80.34
6506,PA,Crawford,41.5,-80.37
6509,PA,Mercer,41.28,-80.4
6527,PA,Mahoning,41.1,-80.5
6590,PA,Venango,41.42,-79.7
6592,PA,Warren,41.95,-79.3
6607,PA,McKean,41.73,-78.95
6639,PA,Erie,41.88,-80.36
6703,PA,Blair,40.5,-78.4
6706,PA,Huntingdon,40.55,-78.1
6759,PA,Centre,40.79,-78.21
6778,PA,Potter,41.63,-78.08
6780,PA,Mckean,41.89,-78.68
6807,PA,Clinton,41.07,-77.58
6859,PA,Tioga,41.74,-77.3
6860,PA,Bradford,41.7,-76.82
6893,PA,Cumberland,40.24,-76.92
6895,PA,Lebanon,40.33,-76.5
6896,PA,Mifflin,40.6,-77.72
6897,PA,Dauphin,40.6,-76.8
6898,PA,Perry,40.33,-77.51
6906,PA,Juniata,40.65,-77.1
6909,PA,Northumberland,40.65,-76.87
6911,PA,York,40.11,-77.03
6914,PA,Lancaster,40.15,-76.59
7013,PA,Franklin,39.93,-77.65
7066,PA,Adams,39.88,-76.98
7205,PA,Lycoming,41.23,-77.03
7218,PA,Sullivan,41.4,-76.58
7253,PA,Union,41.09,-76.9
7254,PA,Snyder,40.74,-77.22
7256,PA,Columbia,41.19,-76.38
7259,PA,Montour,40.96,-76.61
7313,PA,Schuylkill,40.67,-76.2
7361,PA,Lehigh,40.66,-75.55
7364,PA,Northampton,40.84,-75.17
7365,PA,Berks,40.5,-75.6
7366,PA,Carbon,40.84,-75.57
7383,PA,Bucks,40.55,-75.24
7385,PA,Montgomery,40.4,-75.5
7399,PA,Monroe,40.88,-75.47
7440,PA,Luzerne,40.95,-75.97
7484,PA,Pike,41.09,-75
7519,PA,Lackawanna,41.5,-75.53
7520,PA,Wayne,41.6,-75.15
7524,PA,Susquehanna,41.64,-75.59
7529,PA,Wyoming,41.56,-75.78
7753,PA,Delaware,40,-75.29
7767,PA,Philadelphia,39.95,-75.16
7824,PA,Chester,40.06,-75.4
8096,DE,New Castle,39.58,-75.68
8150,DE,Kent,39.15,-75.51
8156,DE,Sussex,38.53,-75.06
8194,DC,District of Columbia,38.89,-77.03
8271,VA,Loudoun,38.92,-77.35
8276,VA,Rappahannock,38.67,-77.99
8278,VA,Manassas City,38.74,-77.48
8279,VA,Prince William,38.74,-77.48
8281,VA,Manassas Park City,38.74,-77.48
8284,VA,Fauquier,38.87,-77.85
8289,VA,Fairfax,38.84,-77.44
8295,VA,Clarke,39,-77.95
8550,MD,Howard,38.74,-76.85
8558,MD,Charles,38.64,-76.9
8562,MD,St Mary's,38.25,-76.74
8563,MD,Prince George's,38.67,-77.01
8566,MD,Calvert,38.52,-76.6
8582,MD,St. Mary's,38.3,-76.63
8626,MD,Anne Arundel,39.12,-76.77
8705,MD,Montgomery,38.97,-77.1
8782,MD,Harford,39.51,-76.17
8787,MD,Baltimore,39.51,-76.49
8813,MD,Carroll,39.49,-76.88
8875,MD,Baltimore City,39.3,-76.61
8951,MD,Allegany,39.65,-78.76
8956,MD,Garrett,39.62,-79.32
8978,MD,Mineral,39.59,-78.69
8981,MD,Talbot,38.77,-76.06
8983,MD,Queen Anne's,39.14,-75.86
8984,MD,Caroline,38.74,-75.93
8985,MD,Kent,39.36,-76.07
8987,MD,Dorchester,38.56,-76.07
9052,MD,Frederick,39.42,-77.41
9059,MD,Washington,39.66,-78
9119,MD,Wicomico,38.37,-75.58
9123,MD,Somerset,38.28,-75.68
9124,MD,Worcester,38.32,-75.21
9162,MD,Cecil,39.6,-75.94
9189,VA,Fairfax City,38.85,-77.29
9195,VA,Falls Church City,38.88,-77.17
9251,VA,Arlington,38.87,-77.1
9284,VA,Alexandria City,38.82,-77.08
9307,VA,Fredericksburg City,38.29,-77.48
9311,VA,Stafford,38.29,-77.48
9313,VA,Spotsylvania,38.29,-77.48
9316,VA,Caroline,38.04,-77.35
9319,VA,Northumberland,37.88,-76.34
9320,VA,Orange,38.34,-77.86
9322,VA,Essex,37.98,-76.96
9325,VA,Westmoreland,38.14,-76.63
9328,VA,King George,38.33,-77.05
9332,VA,Richmond,37.88,-76.62
9339,VA,Lancaster,37.66,-76.42
9389,VA,Winchester City,39.17,-78.17
9390,VA,Frederick,39.17,-78.17
9393,VA,Warren,38.83,-78.31
9400,VA,Shenandoah,38.97,-78.4
9413,VA,Page,38.76,-78.38
9422,VA,Culpeper,38.47,-78
9423,VA,Madison,38.32,-78.24
9460,VA,Harrisonburg City,38.43,-78.87
9461,VA,Rockingham,38.43,-78.87
9481,VA,Augusta,38.36,-79.16
9491,VA,Albemarle,38.03,-78.48
9494,VA,Charlottesville City,38.03,-78.48
9502,VA,Nelson,38.03,-78.83
9508,VA,Greene,38.26,-78.57
9514,VA,Louisa,38.13,-78.18
9526,VA,Fluvanna,37.86,-78.26
9537,VA,Waynesboro City,38.06,-78.9
9540,VA,Gloucester,37.28,-76.44
9541,VA,Amelia,37.34,-77.96
9543,VA,Buckingham,37.66,-78.41
9544,VA,Hanover,37.76,-77.47
9545,VA,King William,37.77,-77.12
9546,VA,New Kent,37.45,-76.84
9547,VA,Powhatan,37.76,-78.02
9550,VA,Mathews,37.39,-76.35
9552,VA,King and Queen,37.77,-76.93
9555,VA,Cumberland,37.66,-78.1
9556,VA,Charles City,37.34,-77.07
9557,VA,Middlesex,37.57,-76.6
9561,VA,Goochland,37.63,-77.79
9569,VA,Henrico,37.66,-77.48
9587,VA,James City,37.22,-76.76
9607,VA,Chesterfield,37.5,-77.63
9644,VA,Richmond City,37.57,-77.53
9653,VA,Williamsburg City,37.27,-76.7
9708,VA,Accomack,37.71,-75.66
9711,VA,Isle of Wight,36.96,-76.6
9713,VA,Northampton,37.43,-75.88
9720,VA,Chesapeake City,36.67,-76.3
9771,VA,Suffolk City,36.7,-76.63
9783,VA,Virginia Beach City,36.73,-76.04
9809,VA,Norfolk City,36.84,-76.28
9833,VA,Newport News City,37.07,-76.51
9844,VA,Hampton City,37.04,-76.29
9847,VA,Poquoson City,37.12,-76.34
9857,VA,York,37.23,-76.5
9863,VA,Portsmouth City,36.83,-76.29
9871,VA,Prince George,37.23,-77.33
9872,VA,Petersburg City,37.2,-77.39
9876,VA,Brunswick,36.86,-77.88
9878,VA,Nottoway,37.07,-78
9880,VA,Southampton,36.57,-77.19
9886,VA,Dinwiddie,37.15,-77.63
9887,VA,Colonial Heights City,37.26,-77.39
9891,VA,Surry,37.03,-76.92
9899,VA,Emporia City,36.69,-77.53
9901,VA,Franklin City,36.68,-76.93
9904,VA,Hopewell City,37.29,-77.29
9906,VA,Greensville,36.81,-77.47
9908,VA,Sussex,36.81,-77.47
9931,VA,Prince Edward,37.29,-78.39
9933,VA,Mecklenburg,36.68,-78.27
9939,VA,Charlotte,37.05,-78.63
9947,VA,Appomattox,37.3,-78.78
9948,VA,Lunenburg,36.91,-78.48
9969,VA,Roanoke City,37.27,-79.95
9986,VA,Roanoke,37.27,-79.95
10009,VA,Floyd,36.91,-80.55
10014,VA,Patrick,36.6,-80.51
10015,VA,Henry,36.66,-79.71
10017,VA,Pulaski,37.19,-80.61
10019,VA,Montgomery,37.23,-80.42
10023,VA,Botetourt,37.38,-79.82
10024,VA,Franklin,37.11,-79.95
10028,VA,Pittsylvania,36.56,-79.66
10040,VA,Giles,37.28,-80.63
10048,VA,Bedford,37.21,-79.71
10053,VA,Martinsville City,36.68,-79.86
10062,VA,Craig,37.5,-80.11
10074,VA,Radford City,37.12,-80.55
10083,VA,Salem City,37.28,-80.05
10098,VA,Carroll,36.58,-80.66
10101,VA,Bristol City,36.61,-82.16
10102,VA,Washington,36.61,-82.16
10109,VA,Wise,36.94,-82.78
10111,VA,Dickenson,37.08,-82.19
10112,VA,Lee,36.73,-83.08
10116,VA,Russell,36.87,-82.28
10123,VA,Buchanan,37.1,-82.13
10125,VA,Scott,36.71,-82.79
10141,VA,Norton City,36.93,-82.62
10149,VA,Grayson,36.6,-81.61
10152,VA,Smyth,36.86,-81.39
10154,VA,Wythe,36.91,-80.8
10155,VA,Bland,37.15,-81.15
10157,VA,Tazewell,36.91,-81.66
10168,VA,Galax City,36.66,-80.91
10190,VA,Staunton City,38.15,-79.06
10193,VA,Bath,38.01,-79.9
10194,VA,Highland,38.53,-79.6
10195,VA,Rockbridge,37.93,-79.31
10196,VA,Buena Vista City,37.73,-79.35
10198,VA,Alleghany,37.82,-79.82
10237,VA,Lynchburg City,37.4,-79.19
10247,VA,Campbell,37.12,-79.28
10248,VA,Halifax,36.56,-79
10249,VA,Amherst,37.58,-79.05
10251,VA,Bedford City,37.32,-79.52
10264,VA,Danville City,36.58,-79.4
10315,VA,McDowell,37.23,-81.49
10336,WV,Mercer,37.26,-81.21
10340,WV,Wyoming,37.52,-81.35
10355,WV,McDowell,37.43,-81.58
10378,WV,Mingo,37.53,-81.85
10413,WV,Greenbrier,37.8,-80.43
10415,WV,Monroe,37.72,-80.64
10416,WV,Pocahontas,38.45,-79.75
10425,WV,Summers,37.55,-80.83
10435,WV,Boone,38.15,-81.71
10451,WV,Fayette,38.13,-81.24
10452,WV,Lincoln,38.28,-81.84
10453,WV,Roane,38.54,-81.24
10454,WV,Raleigh,37.84,-81.43
10457,WV,Putnam,38.51,-81.84
10458,WV,Kanawha,38.23,-81.53
10459,WV,Clay,38.37,-81.1
10461,WV,Logan,37.86,-81.83
10482,WV,Nicholas,38.26,-81.18
10504,WV,Mason,38.83,-82.13
10565,WV,Jackson,38.62,-81.56
10566,WV,Calhoun,38.78,-81.12
10585,WV,Gilmer,38.89,-80.95
10641,WV,Berkeley,39.46,-77.96
10646,WV,Washington,39.36,-77.76
10647,WV,Morgan,39.55,-78.21
10649,WV,Jefferson,39.28,-77.85
10660,WV,Hampshire,39.48,-78.55
10674,WV,Cabell,38.4,-82.29
10677,WV,Wayne,38.39,-82.55
10753,WV,Martin,37.8,-82.33
10890,WV,Ohio,40.07,-80.69
10891,WV,Brooke,40.22,-80.65
10892,WV,Marshall,40.01,-80.73
10895,WV,Hancock,40.61,-80.56
10914,WV,Wood,39.26,-81.54
10923,WV,Pleasants,39.37,-81.26
10924,WV,Webster,38.43,-80.5
10927,WV,Ritchie,39.02,-81.19
10928,WV,Wirt,38.96,-81.25
10931,WV,Tyler,39.51,-81.06
10938,WV,Wetzel,39.66,-80.85
10953,WV,Upshur,38.98,-80.22
10966,WV,Randolph,38.72,-80.18
10973,WV,Barbour,39.06,-80.11
10980,WV,Tucker,39.13,-79.46
11006,WV,Harrison,39.28,-80.33
11010,WV,Lewis,39.04,-80.69
11015,WV,Braxton,38.85,-80.65
11018,WV,Doddridge,39.42,-80.62
11022,WV,Taylor,39.26,-80.12
11032,WV,Preston,39.44,-79.88
11070,WV,Monongalia,39.63,-79.94
11092,WV,Marion,39.48,-80.14
11148,WV,Grant,39.26,-79.36
11149,WV,Mineral,39.36,-78.91
11169,WV,Hardy,39.04,-78.74
11170,WV,Pendleton,38.62,-79.24
11193,NC,Davie,35.93,-80.4
11194,NC,Surry,36.4,-80.56
11195,NC,Forsyth,36.25,-80.06
11197,NC,Yadkin,36.23,-80.7
11199,NC,Rowan,35.73,-80.67
11201,NC,Stokes,36.4,-80.21
11210,NC,Rockingham,36.38,-79.97
11260,NC,Alamance,36.03,-79.48
11262,NC,Randolph,35.71,-79.81
11265,NC,Chatham,35.6,-79.36
11267,NC,Montgomery,35.36,-79.78
11268,NC,Caswell,36.51,-79.28
11270,NC,Guilford,36.2,-79.69
11278,NC,Orange,36.2,-79.17
11281,NC,Lee,35.54,-79.23
11282,NC,Davidson,35.63,-80.11
11283,NC,Moore,35.3,-79.65
11339,NC,Person,36.49,-79.14
11389,NC,Harnett,35.51,-78.73
11390,NC,Wake,35.72,-78.84
11391,NC,Durham,36.17,-78.88
11392,NC,Johnston,35.37,-78.54
11395,NC,Granville,36.5,-78.55
11396,NC,Franklin,35.95,-78.25
11418,NC,Wayne,35.37,-77.97
11424,NC,Vance,36.32,-78.41
11435,NC,Warren,36.43,-78.08
11440,NC,Nash,35.78,-78.2
11531,NC,Edgecombe,35.95,-77.81
11535,NC,Bertie,36.22,-77.11
11536,NC,Beaufort,35.3,-76.78
11541,NC,Pitt,35.57,-77.49
11543,NC,Wilson,35.63,-77.93
11548,NC,Hertford,36.49,-77.01
11550,NC,Northampton,36.43,-77.22
11553,NC,Halifax,36.17,-77.66
11554,NC,Hyde,35.54,-76.02
11555,NC,Martin,35.83,-77.17
11615,NC,Greene,35.59,-77.69
11625,NC,Pasquotank,36.29,-76.22
11629,NC,Dare,35.34,-75.5
11630,NC,Currituck,36.32,-75.9
11632,NC,Perquimans,36.26,-76.53
11634,NC,Camden,36.32,-76.16
11638,NC,Tyrrell,35.91,-76.25
11639,NC,Gates,36.53,-76.57
11641,NC,Washington,35.87,-76.39
11644,NC,Chowan,36.05,-76.6
11686,NC,Stanly,35.36,-80.19
11688,NC,Gaston,35.38,-81.1
11689,NC,Anson,35.1,-80.1
11691,NC,Iredell,35.72,-80.9
11694,NC,Cleveland,35.24,-81.66
11695,NC,Rutherford,35.36,-81.83
11701,NC,Cabarrus,35.4,-80.59
11704,NC,Mecklenburg,35.48,-80.86
11706,NC,Lincoln,35.42,-81.3
11731,NC,Union,35.07,-80.67
11871,NC,Cumberland,35.05,-78.87
11885,NC,Sampson,34.99,-78.64
11886,NC,Robeson,34.4,-79.04
11887,NC,Bladen,34.53,-78.79
11889,NC,Duplin,35.15,-78.1
11894,NC,Richmond,34.94,-79.82
11906,NC,Scotland,34.75,-79.6
11936,NC,Hoke,34.97,-79.22
11957,NC,New Hanover,34.21,-77.91
11969,NC,Brunswick,34.07,-78.47
11970,NC,Pender,34.52,-78.17
11972,NC,Columbus,34.31,-78.4
11990,NC,Onslow,34.49,-77.55
12019,NC,Lenoir,35.27,-77.59
12024,NC,Pamlico,35.14,-76.8
12026,NC,Carteret,34.89,-76.33
12032,NC,Craven,35.12,-77.02
12035,NC,Jones,35.01,-77.49
12091,NC,Catawba,35.73,-81.32
12094,NC,Avery,36.16,-81.87
12095,NC,Watauga,36.12,-81.67
12096,NC,Wilkes,36.06,-81.25
12102,NC,Burke,35.66,-81.49
12104,NC,Ashe,36.44,-81.65
12111,NC,Alleghany,36.55,-81
12118,NC,Caldwell,35.8,-81.42
12123,NC,Alexander,35.9,-81.09
12154,NC,Macon,35.18,-83.38
12183,NC,Buncombe,35.7,-82.63
12184,NC,Graham,35.36,-83.56
12186,NC,Mitchell,36.01,-82.15
12187,NC,Jackson,35.42,-83.08
12188,NC,Transylvania,35.22,-82.87
12190,NC,Henderson,35.45,-82.28
12193,NC,Swain,35.42,-83.44
12194,NC,Yancey,35.91,-82.29
12196,NC,Haywood,35.54,-82.84
12202,NC,Polk,35.24,-82.2
12216,NC,McDowell,35.6,-81.97
12222,NC,Madison,35.89,-82.82
12280,NC,Cherokee,35.19,-83.82
12283,NC,Clay,35.04,-83.81
12287,SC,Clarendon,33.76,-80.15
12288,SC,Richland,34.14,-81.06
12289,SC,Bamberg,33.29,-81.03
12290,SC,Lexington,33.9,-81.54
12291,SC,Kershaw,34.41,-80.34
12292,SC,Lee,34.21,-80.24
12293,SC,Chester,34.55,-81.15
12294,SC,Fairfield,34.49,-81.35
12296,SC,Orangeburg,33.34,-80.68
12299,SC,Calhoun,33.55,-80.71
12300,SC,Union,34.59,-81.46
12304,SC,Newberry,34.18,-81.87
12307,SC,Sumter,34.03,-80.45
12320,SC,Williamsburg,33.57,-79.98
12321,SC,Lancaster,34.59,-80.67
12329,SC,Darlington,34.16,-80.06
12340,SC,Colleton,33.06,-80.95
12341,SC,Chesterfield,34.46,-80.25
12344,SC,Aiken,33.84,-81.61
12350,SC,Florence,33.93,-79.93
12361,SC,Saluda,33.84,-81.66
12428,SC,Spartanburg,34.94,-81.92
12443,SC,Laurens,34.47,-81.86
12453,SC,Cherokee,35.07,-81.65
12462,SC,Greenville,35.17,-82.18
12484,SC,Charleston,32.78,-79.99
12492,SC,Berkeley,32.91,-80.01
12501,SC,Dorchester,32.92,-80.09
12518,SC,Georgetown,33.36,-79.29
12563,SC,Horry,33.99,-79.2
12564,SC,Marlboro,34.63,-79.68
12567,SC,Marion,34.03,-79.35
12575,SC,Dillon,34.42,-79.36
12641,SC,Abbeville,34.17,-82.37
12642,SC,Anderson,34.51,-82.64
12650,SC,Pickens,34.72,-82.78
12662,SC,Oconee,34.51,-82.98
12665,SC,Greenwood,34.19,-82.15
12714,SC,York,35.1,-81.22
12752,SC,Allendale,33,-81.3
12753,SC,Barnwell,33.24,-81.36
12758,SC,McCormick,33.63,-82.14
12760,SC,Edgefield,33.78,-81.93
12788,SC,Mccormick,33.91,-82.29
12789,SC,Beaufort,32.42,-80.68
12798,SC,Hampton,32.92,-81.18
12799,SC,Jasper,32.58,-80.92
12828,GA,Dekalb,33.76,-84.26
12829,GA,Gwinnett,33.94,-84.2
12830,GA,Fulton,34.06,-84.27
12832,GA,Cobb,33.95,-84.54
12837,GA,Barrow,34.01,-83.83
12838,GA,Rockdale,33.66,-84.01
12840,GA,Newton,33.6,-83.85
12844,GA,Walton,33.71,-83.8
12852,GA,Forsyth,34.2,-84.13
12877,GA,Jasper,33.51,-83.69
12919,GA,Cherokee,34.05,-84.67
12920,GA,Bartow,34.36,-84.91
12921,GA,Polk,34.04,-85.05
12922,GA,Floyd,34.47,-85.21
12925,GA,Carroll,33.53,-85.25
12927,GA,Haralson,33.7,-85.15
12939,GA,Douglas,33.77,-84.64
12946,GA,Paulding,33.91,-84.83
12951,GA,Cleburne,33.93,-85.37
12952,GA,Gordon,34.44,-84.7
12956,GA,Pickens,34.46,-84.42
12995,GA,Lamar,33.05,-84.15
12996,GA,Fayette,33.29,-84.45
12997,GA,Pike,33.09,-84.43
12998,GA,Spalding,33.27,-84.27
13002,GA,Butts,33.25,-83.89
13003,GA,Heard,33.28,-85.09
13004,GA,Meriwether,33.09,-84.57
13006,GA,Coweta,33.23,-84.82
13010,GA,Henry,33.38,-84.28
13012,GA,Troup,33.16,-84.9
13015,GA,Clayton,33.52,-84.35
13047,GA,Upson,32.96,-84.24
13145,GA,Emanuel,32.59,-82.33
13146,GA,Montgomery,32.18,-82.57
13147,GA,Wheeler,32.14,-82.77
