,State,County,latitude,longitude
27036,IL,Mason,40.37,-89.83
27038,IL,Tazewell,40.4,-89.64
27104,IL,McLean,40.47,-88.97
27105,IL,Mclean,40.47,-88.97
27113,IL,Logan,40.26,-89.23
27117,IL,De Witt,40.15,-88.96
27145,IL,Macon,40.03,-88.95
27170,IL,Piatt,39.92,-88.57
27226,IL,Douglas,39.68,-88.3
27228,IL,Coles,39.53,-88.02
27230,IL,Moultrie,39.64,-88.74
27231,IL,Edgar,39.71,-87.93
27255,IL,Shelby,39.43,-88.59
27256,IL,Madison,38.88,-89.73
27258,IL,Calhoun,39.03,-90.65
27259,IL,Macoupin,39.09,-89.8
27261,IL,Fayette,39.11,-89.21
27262,IL,Jersey,39.04,-90.13
27265,IL,Montgomery,39.19,-89.53
27266,IL,Greene,39.29,-90.41
27269,IL,Bond,39.03,-89.47
27300,IL,St. Clair,38.65,-90.16
27319,IL,Christian,39.39,-89.19
27334,IL,St Clair,38.61,-90.13
27342,IL,Washington,38.39,-89.48
27343,IL,Clinton,38.54,-89.61
27345,IL,Randolph,38.18,-89.84
27360,IL,Monroe,38.45,-90.22
27361,IL,Perry,38.18,-89.6
27414,IL,Adams,39.93,-91.38
27418,IL,Pike,39.69,-91.03
27446,IL,Brown,39.98,-90.76
27468,IL,Effingham,39.11,-88.55
27469,IL,Wabash,38.52,-87.71
27471,IL,Crawford,39.15,-87.81
27473,IL,Lawrence,38.71,-87.75
27475,IL,Richland,38.65,-88.04
27476,IL,Clark,39.3,-87.98
27482,IL,Clay,38.92,-88.66
27484,IL,Cumberland,39.24,-88.15
27486,IL,Jasper,39.15,-88.15
27499,IL,Wayne,38.51,-88.23
27523,IL,Edwards,38.52,-88
27534,IL,Sangamon,39.84,-89.4
27582,IL,Morgan,39.71,-90.05
27583,IL,Scott,39.55,-90.43
27584,IL,Cass,39.87,-90.37
27586,IL,Menard,39.96,-89.72
27682,IL,Marion,38.52,-89.12
27684,IL,Franklin,37.98,-88.75
27689,IL,Jefferson,38.23,-88.73
27695,IL,Hamilton,37.93,-88.46
27698,IL,White,38.25,-88.25
27742,IL,Gallatin,37.9,-88.12
27774,IL,Jackson,37.72,-89.21
27775,IL,Williamson,37.72,-89.21
27777,IL,Union,37.57,-89.31
27780,IL,Massac,37.32,-88.94
27781,IL,Johnson,37.36,-89
27784,IL,Alexander,36.99,-89.17
27787,IL,Saline,37.65,-88.61
27789,IL,Hardin,37.53,-88.23
27797,IL,Pope,37.5,-88.58
27807,IL,Pulaski,37.25,-89.01
27857,MO,St. Louis,38.5,-90.67
27858,MO,St Louis,38.65,-90.58
27860,MO,Jefferson,38.42,-90.36
27863,MO,Franklin,38.41,-91.19
27877,MO,Washington,38.16,-90.73
27882,MO,St Francois,37.97,-90.38
27915,MO,Crawford,38.21,-91.16
27921,MO,Gasconade,38.38,-91.4
27923,MO,St Louis City,38.63,-90.24
27969,MO,St. Louis City,38.63,-90.24
27994,MO,St Charles,38.79,-90.51
27995,MO,St. Charles,38.79,-90.51
27998,MO,Pike,39.26,-90.82
28000,MO,Montgomery,39,-91.35
28006,MO,Warren,38.6,-90.99
28007,MO,Lincoln,39.17,-90.78
28009,MO,Audrain,39.27,-91.57
28041,MO,Callaway,38.91,-91.7
28044,MO,Marion,39.7,-91.38
28045,MO,Clark,40.35,-91.45
28046,MO,Macon,39.75,-92.35
28047,MO,Scotland,40.46,-92.01
28049,MO,Shelby,39.87,-92.02
28050,MO,Lewis,40.12,-91.52
28051,MO,Ralls,39.5,-91.52
28060,MO,Knox,40.14,-92.01
28086,MO,Adair,40.19,-92.57
28092,MO,Schuyler,40.58,-92.63
28100,MO,Sullivan,40.26,-92.87
28106,MO,Putnam,40.49,-92.69
28110,MO,Linn,39.95,-92.88
28120,MO,Iron,37.35,-90.69
28125,MO,Reynolds,37.53,-90.93
28127,MO,Ste Genevieve,38.01,-90.21
28132,MO,Wayne,37.29,-90.27
28138,MO,Madison,37.56,-90.29
28147,MO,Bollinger,37.41,-90.06
28156,MO,Cape Girardeau,37.3,-89.55
28159,MO,Stoddard,37.1,-89.91
28160,MO,Perry,37.63,-89.58
28162,MO,Scott,37.09,-89.56
28199,MO,Mississippi,36.82,-89.32
28200,MO,Dunklin,36.05,-90.24
28205,MO,Pemiscot,36.17,-89.82
28207,MO,New Madrid,36.75,-89.68
28245,MO,Butler,36.76,-90.4
28247,MO,Ripley,36.64,-90.96
28253,MO,Carter,36.93,-90.74
28278,MO,Lafayette,39.09,-93.54
28279,MO,Jackson,38.91,-94.38
28281,MO,Cass,38.81,-94.53
28286,MO,Ray,39.2,-94.01
28287,MO,Platte,39.45,-94.74
28288,MO,Johnson,38.74,-93.84
28292,MO,Clay,39.35,-94.23
28422,MO,Buchanan,39.65,-94.74
28423,MO,Gentry,40.24,-94.33
28424,MO,Worth,40.48,-94.28
28425,MO,Andrew,39.88,-94.89
28426,MO,Dekalb,39.86,-94.43
28427,MO,Nodaway,40.17,-94.82
28428,MO,Harrison,40.26,-94.02
28432,MO,Clinton,39.74,-94.23
28439,MO,Holt,40.19,-95.37
28448,MO,Atchison,40.33,-95.39
28501,MO,Livingston,39.79,-93.55
28502,MO,Daviess,39.88,-94.08
28503,MO,Carroll,39.45,-93.52
28505,MO,Caldwell,39.59,-93.79
28510,MO,Mercer,40.44,-93.77
28518,MO,Grundy,40.12,-93.38
28537,MO,Chariton,39.59,-93.13
28557,MO,Bates,38.39,-94.35
28560,MO,St Clair,38.19,-94.03
28562,MO,Henry,38.55,-93.95
28563,MO,Vernon,37.69,-94.46
28574,MO,Cedar,37.86,-94.01
28578,MO,Barton,37.39,-94.09
28581,MO,Jasper,37.33,-94.3
28602,MO,St. Clair,37.98,-93.66
28607,MO,Newton,37.08,-94.5
28609,MO,McDonald,36.65,-94.44
28621,MO,Lawrence,37.14,-94.06
28642,MO,Barry,36.76,-94.05
28645,MO,Osage,38.29,-92.02
28646,MO,Boone,38.77,-92.25
28647,MO,Morgan,38.37,-92.67
28648,MO,Maries,38.28,-91.72
28651,MO,Miller,38.08,-92.48
28652,MO,Moniteau,38.63,-92.56
28653,MO,Camden,38,-92.74
28654,MO,Cole,38.61,-92.4
28688,MO,Cooper,38.81,-92.58
28724,MO,Howard,39.26,-92.7
28730,MO,Randolph,39.51,-92.44
28743,MO,Monroe,39.49,-92.13
28766,MO,Pettis,38.7,-93.23
28769,MO,Saline,39.07,-92.94
28774,MO,Benton,38.45,-93.2
28798,MO,Phelps,37.94,-91.76
28802,MO,Shannon,36.99,-91.49
28804,MO,Dent,37.64,-91.18
28807,MO,Texas,37.34,-92.01
28810,MO,Pulaski,37.94,-92.26
28817,MO,Laclede,37.82,-92.74
28837,MO,Howell,36.99,-91.69
28858,MO,Dallas,37.61,-92.9
28860,MO,Polk,37.54,-93.55
28861,MO,Dade,37.54,-93.87
28862,MO,Greene,37.31,-93.58
28864,MO,Oregon,36.69,-91.39
28866,MO,Douglas,36.95,-92.66
28867,MO,Ozark,36.52,-92.14
28868,MO,Christian,37.06,-93.55
28869,MO,Stone,36.49,-93.39
28872,MO,Taney,36.78,-92.9
28890,MO,Hickory,38.02,-93.22
28892,MO,Webster,37.17,-92.85
28911,MO,Wright,37.31,-92.28
29028,KS,Atchison,39.56,-95.13
29029,KS,Douglas,38.77,-95.18
29030,KS,Leavenworth,39.12,-94.92
29031,KS,Doniphan,39.7,-95.17
29032,KS,Linn,38.08,-95
29033,KS,Wyandotte,39.05,-94.88
29034,KS,Johnson,38.71,-94.71
29036,KS,Anderson,38.07,-95.36
29046,KS,Miami,38.42,-94.83
29057,KS,Franklin,38.44,-95.08
29069,KS,Jefferson,39.2,-95.22
29152,KS,Wabaunsee,39.01,-96.28
29153,KS,Shawnee,38.9,-95.81
29154,KS,Marshall,39.87,-96.25
29155,KS,Nemaha,39.84,-96.18
29157,KS,Pottawatomie,39.21,-96.17
29162,KS,Osage,38.75,-95.83
29165,KS,Jackson,39.5,-95.85
29172,KS,Brown,39.67,-95.42
29185,KS,Geary,39.02,-96.84
29187,KS,Riley,39.36,-96.85
29269,KS,Bourbon,37.83,-94.7
29270,KS,Wilson,37.52,-95.66
29271,KS,Crawford,37.64,-94.62
29273,KS,Cherokee,37.02,-94.73
29277,KS,Neosho,37.67,-95.48
29281,KS,Allen,37.79,-95.14
29301,KS,Woodson,38,-95.55
29302,KS,Elk,37.56,-95.93
29322,KS,Lyon,38.41,-96.19
29327,KS,Morris,38.57,-96.83
29328,KS,Coffey,38.19,-95.74
29329,KS,Marion,38.08,-96.88
29330,KS,Butler,38.03,-96.63
29331,KS,Chase,38.25,-96.82
29338,KS,Greenwood,37.98,-96.16
29358,KS,Cloud,39.57,-97.66
29359,KS,Republic,39.7,-97.43
29360,KS,Smith,39.76,-98.91
29361,KS,Washington,39.71,-96.87
29363,KS,Jewell,39.87,-98.3
29392,KS,Sedgwick,37.79,-97.62
29394,KS,Harper,37.15,-98.02
29395,KS,Sumner,37.26,-97.76
29396,KS,Cowley,37.06,-97.04
29406,KS,Harvey,38.02,-97.67
29407,KS,Pratt,37.78,-98.86
29410,KS,Chautauqua,37.1,-96.5
29414,KS,Comanche,37.25,-99.33
29417,KS,Kingman,37.64,-98.43
29431,KS,Kiowa,37.6,-99.29
29434,KS,Barber,37.01,-98.64
29456,KS,McPherson,38.2,-97.51
29525,KS,Montgomery,37.23,-95.71
29526,KS,Labette,37.19,-95.29
29552,KS,Saline,38.81,-97.61
29554,KS,Dickinson,38.92,-97.22
29557,KS,Lincoln,39.18,-98.04
29558,KS,Mitchell,39.46,-98.1
29559,KS,Ottawa,39.03,-97.59
29562,KS,Rice,38.51,-98.39
29566,KS,Clay,39.37,-97.12
29568,KS,Osborne,39.5,-98.54
29570,KS,Ellsworth,38.73,-98.22
29610,KS,Reno,38.06,-97.91
29615,KS,Barton,38.45,-99.01
29617,KS,Rush,38.46,-99.55
29619,KS,Ness,38.63,-100.04
29622,KS,Edwards,37.95,-99.09
29626,KS,Pawnee,38.19,-99.52
29634,KS,Stafford,38.1,-98.66
29665,KS,Ellis,38.87,-99.31
29666,KS,Phillips,39.76,-99.11
29667,KS,Norton,39.89,-99.7
29669,KS,Graham,39.35,-99.68
29670,KS,Russell,38.87,-98.7
29674,KS,Trego,39.03,-100.11
29675,KS,Rooks,39.31,-99.58
29677,KS,Decatur,39.62,-100.42
29710,KS,Thomas,39.38,-101.04
29711,KS,Rawlins,39.81,-101.04
29712,KS,Cheyenne,39.74,-101.53
29714,KS,Sherman,39.33,-101.54
29717,KS,Gove,38.95,-100.49
29721,KS,Sheridan,39.35,-100.43
29726,KS,Logan,39.1,-101
29734,KS,Wallace,38.89,-101.75
29738,KS,Ford,37.75,-100.01
29739,KS,Clark,37.18,-99.76
29741,KS,Gray,37.8,-100.34
29742,KS,Hamilton,38.04,-102
29744,KS,Kearny,37.98,-101.13
29745,KS,Lane,38.48,-100.46
29750,KS,Meade,37.38,-100.19
29751,KS,Finney,37.97,-100.86
29752,KS,Hodgeman,38.12,-99.71
29757,KS,Stanton,37.57,-101.75
29759,KS,Seward,37.2,-100.7
29761,KS,Wichita,38.48,-101.35
29763,KS,Scott,38.49,-101.21
29769,KS,Haskell,37.43,-100.98
29774,KS,Greeley,38.47,-101.75
29775,KS,Grant,37.57,-101.35
29779,KS,Morton,37,-101.89
29780,KS,Stevens,37.17,-101.34
29784,NE,Butler,41.33,-96.94
29785,NE,Washington,41.45,-96.35
29786,NE,Saunders,41.04,-96.37
29787,NE,Cuming,42.01,-96.57
29788,NE,Sarpy,41.15,-95.92
29789,NE,Douglas,41.36,-96.15
29795,NE,Cass,41.04,-96.09
29798,NE,Burt,41.78,-96.36
29802,NE,Dodge,41.44,-96.49
29806,NE,Dakota,42.32,-96.49
29813,NE,Thurston,42.11,-96.36
29895,NE,Gage,40.45,-96.51
29896,NE,Thayer,40.24,-97.38
29898,NE,Nemaha,40.38,-95.84
29902,NE,Seward,40.77,-97.28
29905,NE,York,41,-97.6
29906,NE,Lancaster,40.68,-96.5
29912,NE,Pawnee,40.14,-96.34
29913,NE,Otoe,40.53,-96.29
29918,NE,Johnson,40.51,-96.16
29922,NE,Saline,40.62,-96.95
29925,NE,Richardson,40.13,-95.82
29926,NE,Jefferson,40.32,-97.29
29939,NE,Fillmore,40.64,-97.44
30006,NE,Clay,40.39,-97.83
30049,NE,Platte,41.43,-97.35
30051,NE,Boone,41.68,-98
30053,NE,Wheeler,41.88,-98.55
30054,NE,Nance,41.47,-98.06
30058,NE,Merrick,41.21,-97.83
30059,NE,Colfax,41.72,-97.12
30065,NE,Antelope,41.98,-98.08
30076,NE,Polk,41.17,-97.54
30088,NE,Greeley,41.68,-98.36
30092,NE,Madison,42.03,-97.41
30094,NE,Dixon,42.41,-96.84
30095,NE,Holt,42.23,-98.96
30097,NE,Rock,42.58,-99.53
30100,NE,Cedar,42.41,-97.2
30101,NE,Knox,42.59,-97.64
30102,NE,Boyd,42.83,-98.58
30105,NE,Wayne,42.27,-97.19
30119,NE,Pierce,42.1,-97.45
30132,NE,Keya Paha,42.94,-99.4
30145,NE,Stanton,42,-97.05
30167,NE,Hall,40.92,-98.36
30171,NE,Buffalo,40.83,-99.26
30172,NE,Custer,41.61,-99.86
30174,NE,Valley,41.42,-99.12
30176,NE,Sherman,41.24,-98.79
30177,NE,Hamilton,40.86,-98
30178,NE,Howard,41.07,-98.71
30179,NE,Blaine,41.93,-99.86
30181,NE,Garfield,41.78,-99.13
30190,NE,Dawson,41.01,-99.62
30229,NE,Loup,41.76,-99.38
30233,NE,Adams,40.58,-98.39
30235,NE,Harlan,40.1,-99.36
30236,NE,Furnas,40.3,-99.89
30237,NE,Phelps,40.36,-99.47
30238,NE,Kearney,40.47,-99.12
30242,NE,Webster,40.32,-98.59
30243,NE,Franklin,40.09,-99.03
30250,NE,Gosper,40.58,-99.86
30256,NE,Nuckolls,40.01,-97.92
30290,NE,Red Willow,40.2,-100.62
30292,NE,Dundy,40.05,-101.53
30294,NE,Chase,40.46,-101.71
30295,NE,Hitchcock,40.22,-100.83
30296,NE,Frontier,40.63,-100.51
30302,NE,Hayes,40.51,-101.02
30316,NE,Lincoln,41.13,-100.77
30319,NE,Arthur,41.57,-101.69
30320,NE,Deuel,41.06,-102.07
30322,NE,Morrill,41.59,-102.85
30323,NE,Keith,41.09,-101.88
30324,NE,Kimball,41.23,-103.89
30327,NE,Cheyenne,41.4,-102.97
30330,NE,Perkins,40.84,-101.38
30331,NE,Cherry,42.16,-100.18
30335,NE,Thomas,41.9,-100.26
30340,NE,Garden,41.33,-102.14
30345,NE,Hooker,42.04,-101.04
30354,NE,Logan,41.47,-100.51
30357,NE,McPherson,41.55,-100.94
30364,NE,Brown,42.54,-99.85
30374,NE,Box Butte,42.1,-102.87
30376,NE,Grant,42.02,-101.93
30378,NE,Sheridan,42.01,-102.06
30380,NE,Dawes,42.82,-103
30383,NE,Scotts Bluff,41.82,-103.66
30385,NE,Banner,41.55,-103.74
30386,NE,Sioux,42.68,-103.88
30404,LA,Jefferson Parish,29.99,-90.17
30413,LA,St Charles Parish,29.8,-90.48
30415,LA,St Bernard Parish,29.95,-89.99
30418,LA,Plaquemines Parish,29.84,-90
30426,LA,St John the Baptist Parish,30.02,-90.55
30429,LA,St James Parish,30.05,-90.69
30444,LA,St. John the Baptist Parish,30.12,-90.46
30451,LA,St. Charles Parish,29.97,-90.38
30468,LA,Orleans Parish,30.06,-89.93
30531,LA,Lafourche Parish,29.79,-90.82
30534,LA,Assumption Parish,29.95,-91.2
30535,LA,St Mary Parish,29.66,-91.1
30538,LA,Terrebonne Parish,29.55,-90.61
30541,LA,Ascension Parish,30.09,-90.99
30561,LA,St. Mary Parish,29.7,-91.19
30569,LA,Tangipahoa Parish,30.5,-90.46
30573,LA,St Tammany Parish,30.47,-90.03
30576,LA,Washington Parish,30.96,-89.81
30581,LA,St. Tammany Parish,30.47,-90.11
30586,LA,St Helena Parish,30.82,-90.67
30594,LA,Livingston Parish,30.25,-90.66
30616,LA,Lafayette Parish,30.22,-92.01
30626,LA,Vermilion Parish,29.97,-92.12
30628,LA,St Landry Parish,30.4,-91.93
30629,LA,Iberia Parish,29.9,-91.91
30631,LA,Evangeline Parish,30.48,-92.6
30632,LA,Acadia Parish,30.34,-92.26
30633,LA,St Martin Parish,30.27,-91.9
30647,LA,Jefferson Davis Parish,30.48,-92.69
30674,LA,St. Landry Parish,30.52,-92.08
30693,LA,Calcasieu Parish,30.21,-93.2
30705,LA,Cameron Parish,29.79,-93.29
30708,LA,Beauregard Parish,30.77,-93.24
30710,LA,Allen Parish,30.86,-92.79
30711,LA,Vernon Parish,30.98,-93.5
30737,LA,East Baton Rouge Parish,30.58,-91.15
30740,LA,West Baton Rouge Parish,30.35,-91.26
30742,LA,West Feliciana Parish,30.96,-91.6
30744,LA,Pointe Coupee Parish,30.84,-91.66
30747,LA,Iberville Parish,30.22,-91.1
30748,LA,East Feliciana Parish,30.86,-91.01
30764,LA,St. James Parish,30.03,-90.75
30790,AR,Lonoke,34.96,-92.02
30848,LA,Bienville Parish,32.55,-92.92
30849,LA,Natchitoches Parish,32.11,-93.11
30850,LA,Claiborne Parish,32.65,-93.02
30851,LA,Caddo Parish,32.75,-93.83
30852,LA,Bossier Parish,32.69,-93.74
30857,LA,Webster Parish,32.81,-93.42
30858,LA,Red River Parish,32.02,-93.34
30862,LA,De Soto Parish,32.23,-93.67
30890,LA,Sabine Parish,31.81,-93.51
30945,LA,Ouachita Parish,32.51,-92.08
30956,LA,Richland Parish,32.36,-91.73
30957,LA,Franklin Parish,32.25,-91.74
30958,LA,Morehouse Parish,32.77,-91.9
30960,LA,Union Parish,32.82,-92.65
30963,LA,Jackson Parish,32.3,-92.45
30964,LA,Lincoln Parish,32.53,-92.51
30968,LA,Madison Parish,32.32,-90.92
30971,LA,West Carroll Parish,32.6,-91.47
30982,LA,Chicot,32.99,-91.31
30983,LA,East Carroll Parish,32.81,-91.18
31009,LA,Rapides Parish,31.29,-92.46
31016,LA,Concordia Parish,31.25,-91.76
31017,LA,Avoyelles Parish,31.1,-91.9
31022,LA,Tensas Parish,31.72,-91.53
31032,LA,Catahoula Parish,31.76,-91.82
31034,LA,La Salle Parish,31.68,-92.12
31064,LA,Winn Parish,31.8,-92.73
31067,LA,Grant Parish,31.48,-92.5
31072,LA,Caldwell Parish,32.02,-92.13
31130,AR,Jefferson,34.21,-92.01
31136,AR,Desha,33.6,-91.2
31137,AR,Bradley,33.57,-92.26
31138,AR,Ashley,33.12,-91.96
31139,AR,Chicot,33.52,-91.43
31143,AR,Lincoln,33.98,-91.56
31148,AR,Cleveland,33.86,-92.29
31151,AR,Drew,33.62,-91.79
31170,AR,Ouachita,33.56,-92.84
31173,AR,Clark,33.85,-93.19
31174,AR,Nevada,33.71,-93.13
31175,AR,Union,33.32,-92.53
31176,AR,Dallas,34.07,-92.55
31181,AR,Columbia,33.09,-93.19
31184,AR,Calhoun,33.53,-92.46
31204,AR,Hempstead,33.66,-93.59
31206,AR,Little River,33.66,-94.14
31208,AR,Sevier,33.83,-94.11
31210,AR,Lafayette,33.09,-93.65
31215,AR,Howard,34.12,-94.01
31216,AR,Miller,33.11,-93.95
31243,AR,Garland,34.5,-93.05
31246,AR,Saline,34.66,-93
31253,AR,Pike,34.03,-93.42
31255,AR,Hot Spring,34.33,-93.19
31256,AR,Polk,34.54,-94.1
31258,AR,Montgomery,34.41,-93.64
31289,AR,Perry,35.04,-92.89
31291,AR,Arkansas,34.4,-91.41
31293,AR,Jackson,35.56,-91.11
31294,AR,Woodruff,35.28,-91.36
31296,AR,White,35.3,-91.57
31299,AR,Van Buren,35.42,-92.41
31303,AR,Prairie,34.83,-91.53
31307,AR,Monroe,34.88,-91.18
31311,AR,Conway,35.4,-92.56
31316,AR,Faulkner,35.08,-92.45
31328,AR,Cleburne,35.64,-92.19
31333,AR,Stone,35.76,-92.3
31335,AR,Pulaski,34.65,-92.24
31337,AR,Grant,34.11,-92.3
31419,AR,Independence,35.55,-91.46
31462,AR,Crittenden,35.14,-90.18
31464,AR,Mississippi,35.91,-89.74
31465,AR,Lee,34.71,-90.89
31466,AR,Phillips,34.59,-90.79
31473,AR,St Francis,35.07,-90.81
31474,AR,Cross,35.4,-90.75
31485,AR,St. Francis,35.01,-90.78
31498,AR,Poinsett,35.6,-90.33
31527,AR,Craighead,35.82,-90.68
31531,AR,Lawrence,35.89,-91.08
31533,AR,Greene,36.16,-90.61
31534,AR,Randolph,36.33,-90.8
31541,AR,Clay,36.41,-90.58
31574,AR,Sharp,36.23,-91.25
31595,AR,Izard,36.22,-91.74
31597,AR,Fulton,36.3,-91.97
31611,AR,Baxter,36.31,-92.09
31652,AR,Boone,36.24,-93.11
31654,AR,Carroll,36.29,-93.29
31659,AR,Marion,36.37,-92.58
31661,AR,Newton,36.08,-93.3
31671,AR,Searcy,35.99,-92.71
31699,AR,Pope,35.69,-92.86
31706,AR,Washington,36.07,-94.15
31710,AR,Benton,36.39,-94.07
31718,AR,Madison,35.81,-93.83
31761,AR,Franklin,35.42,-93.72
31764,AR,Yell,35.09,-93.44
31765,AR,Logan,35.13,-93.71
31769,AR,Johnson,35.45,-93.47
31778,AR,Scott,34.86,-93.76
31795,AR,Sebastian,35.36,-94.38
31808,AR,Crawford,35.48,-94.22
31838,OK,Caddo,35.23,-98.4
31839,OK,Grady,34.92,-97.77
31840,OK,Oklahoma,35.67,-97.41
31847,OK,McClain,35.14,-97.65
31851,OK,Canadian,35.6,-98.12
31853,OK,Kingfisher,35.8,-97.67
31856,OK,Cleveland,35.22,-97.34
31858,OK,Washita,35.34,-98.67
31864,OK,Logan,35.95,-97.23
31867,OK,Murray,34.48,-97.13
31875,OK,Blaine,35.62,-98.31
31876,OK,Kiowa,35.07,-98.87
31886,OK,Garvin,34.83,-97.6
31889,OK,Stephens,34.63,-97.96
31894,OK,Noble,36.29,-97.01
31924,OK,Custer,35.53,-98.68
32007,TX,Travis,30.26,-97.74
32009,OK,Carter,34.19,-97.11
32013,OK,Love,33.9,-97.28
32014,OK,Johnston,34.27,-96.42
32021,OK,Marshall,34,-96.72
32030,OK,Bryan,34,-96.51
32036,OK,Jefferson,34.17,-97.59
32046,OK,Comanche,34.6,-98.42
32053,OK,Jackson,34.64,-99.31
32058,OK,Tillman,34.42,-98.65
32061,OK,Cotton,34.19,-98.58
32073,OK,Harmon,34.66,-99.77
32075,OK,Greer,34.96,-99.37
32107,OK,Beckham,35.21,-99.5
32108,OK,Roger Mills,35.61,-99.67
32116,OK,Dewey,35.82,-98.65
32135,OK,Garfield,36.4,-97.86
32140,OK,Alfalfa,36.5,-98.44
32141,OK,Woods,36.8,-98.66
32142,OK,Major,36.24,-98.18
32173,OK,Grant,36.99,-98.03
32186,OK,Woodward,36.42,-99.4
32188,OK,Ellis,36.13,-99.77
32189,OK,Harper,36.83,-99.62
32196,OK,Beaver,36.85,-100.05
32206,OK,Texas,36.75,-101.08
32209,OK,Cimarron,36.73,-102.51
32221,OK,Osage,36.48,-96.06
32224,OK,Washington,36.73,-95.94
32227,OK,Tulsa,35.94,-95.87
32228,OK,Creek,35.83,-96.39
32231,OK,Wagoner,36.03,-95.78
32233,OK,Rogers,36.18,-95.76
32238,OK,Pawnee,36.29,-96.46
32241,OK,Payne,35.97,-96.76
32242,OK,Lincoln,35.7,-96.76
32243,OK,Nowata,36.77,-95.64
32352,OK,Craig,36.64,-95.15
32353,OK,Mayes,36.43,-95.26
32354,OK,Delaware,36.69,-94.96
32357,OK,Ottawa,36.97,-94.85
32386,OK,Muskogee,35.74,-95.35
32389,OK,Okmulgee,35.78,-96.02
32392,OK,Pittsburg,35.17,-95.64
32393,OK,McIntosh,35.47,-95.52
32394,OK,Cherokee,35.7,-94.97
32401,OK,Sequoyah,35.54,-95.11
32406,OK,Haskell,35.28,-95.3
32419,OK,Adair,35.97,-94.78
32437,OK,Pushmataha,34.66,-95.09
32440,OK,Atoka,34.38,-96.13
32444,OK,Hughes,34.96,-96.25
32446,OK,Coal,34.6,-96.34
32453,OK,Latimer,34.87,-95.47
32473,OK,Le Flore,34.75,-95.04
32479,OK,Kay,36.72,-97.06
32502,OK,McCurtain,34.4,-94.93
32506,OK,Choctaw,34.02,-95.86
32534,OK,Pottawatomie,35.33,-96.91
32537,OK,Seminole,35.23,-96.64
32538,OK,Pontotoc,34.77,-96.66
32544,OK,Okfuskee,35.49,-96.47
32616,TX,Dallas,32.96,-96.83
32617,TX,Collin,33.1,-96.66
32619,TX,Denton,32.98,-96.89
32629,TX,Grayson,33.75,-96.56
32640,TX,Rockwall,32.92,-96.45
32661,TX,Tarrant,32.69,-97.01
32697,TX,Ellis,32.26,-96.69
32698,TX,Navarro,32.09,-96.63
32699,TX,Van Zandt,32.54,-95.86
32705,TX,Kaufman,32.63,-96.45
32714,TX,Henderson,32.3,-96.01
32720,TX,Hunt,33.06,-96.22
32886,TX,Wood,32.79,-95.63
32887,TX,Lamar,33.84,-95.46
32888,TX,Red River,33.82,-95.14
32889,TX,Fannin,33.43,-96.16
32891,TX,Delta,33.47,-95.77
32895,TX,Hopkins,33.11,-95.72
32913,TX,Rains,32.87,-95.76
32923,TX,Camp,32.96,-95.1
32927,TX,Titus,33.16,-94.97
32929,TX,Franklin,33.17,-95.22
32964,TX,Bowie,33.44,-94.07
32970,TX,Cass,33.11,-94.16
32980,TX,Marion,32.86,-94.3
32987,TX,Morris,33.17,-94.74
32992,TX,Gregg,32.51,-94.76
