,State,County,latitude,longitude
33002,TX,Panola,32.24,-94.45
33008,TX,Upshur,32.69,-94.66
33009,TX,Rusk,32.38,-94.59
33010,TX,Harrison,32.44,-94.2
33049,TX,Smith,32.32,-95.3
33068,TX,Cherokee,32.14,-95.31
33071,TX,Nacogdoches,31.81,-94.84
33073,TX,Anderson,32.05,-95.5
33099,TX,Leon,31.46,-96.06
33102,TX,Trinity,31.26,-94.97
33103,TX,Houston,31.31,-95.45
33104,TX,Freestone,31.47,-96.24
33115,TX,Madison,31.02,-95.75
33129,TX,Angelina,31.33,-94.72
33136,TX,Newton,30.68,-93.75
33137,TX,San Augustine,31.3,-94.26
33138,TX,Sabine,31.34,-94
33139,TX,Jasper,31.09,-93.97
33142,TX,Polk,30.95,-94.71
33143,TX,Shelby,31.79,-94.17
33144,TX,Tyler,30.92,-94.6
33186,TX,Parker,32.69,-97.6
33187,TX,Johnson,32.41,-97.21
33201,TX,Wise,33.08,-97.56
33206,TX,Hood,32.53,-97.65
33211,TX,Somervell,32.23,-97.75
33220,TX,Hill,32.15,-97.14
33229,TX,Palo Pinto,32.82,-98.07
33322,TX,Clay,33.63,-98.01
33323,TX,Montague,33.55,-97.84
33326,TX,Cooke,33.49,-97.3
33356,TX,Wichita,33.89,-98.51
33365,TX,Archer,33.59,-98.62
33370,TX,Knox,33.46,-99.52
33371,TX,Wilbarger,34.08,-99.03
33378,TX,Young,33.19,-98.74
33383,TX,Baylor,33.59,-99.25
33386,TX,Haskell,33.32,-99.67
33388,TX,Erath,32.21,-98.21
33390,TX,Stephens,32.75,-98.91
33392,TX,Jack,33.15,-98.38
33394,TX,Shackelford,32.72,-99.29
33396,TX,Brown,31.82,-98.78
33398,TX,Eastland,32.26,-98.82
33399,TX,Hamilton,31.9,-98.13
33402,TX,Comanche,31.89,-98.6
33403,TX,Callahan,32.12,-99.16
33434,TX,Throckmorton,33.18,-99.17
33441,TX,Bell,31.09,-97.36
33449,TX,Milam,30.87,-97.12
33452,TX,Coryell,31.11,-97.9
33454,TX,Falls,31.35,-97.3
33457,TX,Williamson,30.83,-97.79
33465,TX,Lampasas,31.07,-98
33479,TX,McLennan,31.3,-97.36
33506,TX,Robertson,31.16,-96.67
33511,TX,Bosque,31.78,-97.58
33512,TX,Limestone,31.75,-96.65
33558,TX,Mclennan,31.56,-97.18
33579,TX,Mason,30.74,-99.1
33580,TX,Runnels,31.74,-99.95
33582,TX,San Saba,31.09,-98.51
33583,TX,McCulloch,31.13,-99.37
33585,TX,Coleman,31.99,-99.22
33586,TX,Llano,30.7,-98.5
33590,TX,Concho,31.21,-99.84
33591,TX,Menard,30.84,-100.06
33593,TX,Mills,31.45,-98.57
33596,TX,Kimble,30.48,-99.77
33624,TX,Tom Green,31.47,-100.25
33636,TX,Irion,31.12,-101.17
33637,TX,Reagan,31.19,-101.45
33638,TX,Coke,31.88,-100.29
33641,TX,Schleicher,30.86,-100.59
33646,TX,Crockett,30.7,-101.2
33649,TX,Sutton,30.57,-100.64
33650,TX,Sterling,31.83,-100.98
33655,TX,Harris,29.76,-95.38
33845,TX,Montgomery,30.32,-95.47
33854,TX,Walker,30.71,-95.54
33857,TX,Liberty,30.34,-95.07
33858,TX,San Jacinto,30.34,-95.07
33889,TX,Grimes,30.3,-95.84
33898,TX,Hardin,30.39,-94.63
33920,TX,Matagorda,28.97,-95.96
33921,TX,Fort Bend,29.58,-95.76
33925,TX,Colorado,29.57,-96.48
33930,TX,Austin,29.94,-96.25
33932,TX,Wharton,29.23,-95.98
33933,TX,Brazoria,29.04,-95.56
33934,TX,Waller,29.78,-95.95
33935,TX,Washington,30.19,-96.21
34009,TX,Galveston,29.38,-95.09
34012,TX,Chambers,29.76,-94.67
34072,TX,Orange,30.02,-93.85
34074,TX,Jefferson,30.05,-94.33
34122,TX,Brazos,30.66,-96.36
34134,TX,Burleson,30.52,-96.7
34145,TX,Lee,30.35,-96.81
34170,TX,Victoria,28.82,-96.98
34175,TX,Refugio,28.39,-96.84
34177,TX,De Witt,29.09,-97.28
34178,TX,Jackson,28.97,-96.64
34179,TX,Goliad,28.69,-97.21
34183,TX,Lavaca,29.44,-96.94
34194,TX,Calhoun,28.67,-96.55
34208,TX,La Salle,28.22,-99.29
34209,TX,Bexar,29.28,-98.73
34210,TX,Bandera,29.72,-99.07
34211,TX,Kendall,29.81,-98.58
34212,TX,Frio,29.05,-98.85
34214,TX,McMullen,28.46,-98.35
34215,TX,Atascosa,28.75,-98.3
34216,TX,Medina,29.34,-98.87
34217,TX,Kerr,29.93,-99.03
34227,TX,Live Oak,28.33,-98.11
34236,TX,Webb,27.53,-99.48
34259,TX,Zapata,27.19,-99.32
34261,TX,Comal,29.86,-98.4
34269,TX,Bee,28.4,-97.74
34272,TX,Guadalupe,29.57,-98.23
34274,TX,Karnes,29.03,-97.75
34277,TX,Wilson,29.13,-98.15
34284,TX,Gonzales,29.39,-97.77
34403,TX,Nueces,27.78,-97.9
34404,TX,Jim Wells,27.75,-98.06
34406,TX,San Patricio,27.9,-97.14
34408,TX,Kenedy,26.82,-97.75
34411,TX,Duval,27.59,-98.4
34420,TX,Brooks,26.93,-98.13
34423,TX,Aransas,28.07,-97.03
34425,TX,Jim Hogg,26.88,-98.88
34428,TX,Kleberg,27.5,-97.86
34491,TX,Hidalgo,26.21,-98.23
34497,TX,Cameron,25.92,-97.48
34503,TX,Starr,26.64,-98.4
34523,TX,Willacy,26.53,-97.88
34559,TX,Bastrop,30.11,-97.3
34561,TX,Burnet,30.74,-98.05
34562,TX,Blanco,30.09,-98.42
34566,TX,Hays,30.08,-97.83
34572,TX,Caldwell,29.87,-97.53
34574,TX,Gillespie,30.47,-99.18
34713,TX,Uvalde,29.21,-99.78
34715,TX,Dimmit,28.44,-99.76
34716,TX,Edwards,29.7,-100.03
34717,TX,Zavala,28.94,-99.61
34719,TX,Kinney,29.31,-100.41
34720,TX,Real,29.66,-100.01
34723,TX,Val Verde,29.68,-101.16
34732,TX,Terrell,30.05,-102.12
34733,TX,Maverick,28.7,-100.49
34750,TX,Fayette,30.14,-96.68
34777,TX,Oldham,35.27,-102.66
34778,TX,Gray,35.21,-100.73
34779,TX,Wheeler,35.6,-100.1
34780,TX,Lipscomb,36.45,-100.54
34781,TX,Hutchinson,35.65,-101.4
34783,TX,Parmer,34.51,-102.88
34786,TX,Potter,35.19,-102.06
34787,TX,Moore,36.04,-102.01
34788,TX,Hemphill,35.91,-100.38
34789,TX,Randall,34.98,-101.92
34791,TX,Hartley,35.68,-102.33
34792,TX,Armstrong,35.1,-101.36
34793,TX,Hale,33.99,-101.99
34794,TX,Dallam,36.06,-102.51
34796,TX,Deaf Smith,34.91,-102.19
34797,TX,Castro,34.54,-102.31
34799,TX,Lamb,34.23,-102.4
34801,TX,Ochiltree,36.32,-100.96
34805,TX,Carson,35.2,-101.1
34806,TX,Hansford,36.25,-101.41
34814,TX,Swisher,34.36,-101.74
34820,TX,Roberts,35.69,-100.64
34831,TX,Collingsworth,35.05,-100.28
34838,TX,Sherman,36.33,-102.07
34851,TX,Hall,34.39,-100.89
34880,TX,Childress,34.42,-100.24
34881,TX,Dickens,33.76,-100.81
34882,TX,Floyd,34.14,-101.52
34883,TX,Cottle,34.22,-100.44
34884,TX,Hardeman,34.25,-99.51
34885,TX,Donley,34.93,-100.89
34886,TX,Foard,33.98,-99.72
34891,TX,Motley,34.22,-100.98
34893,TX,King,33.62,-100.32
34906,TX,Briscoe,34.36,-101.05
34913,TX,Hockley,33.81,-102.16
34914,TX,Cochran,33.61,-103.02
34915,TX,Terry,33.17,-102.27
34916,TX,Bailey,33.86,-102.67
34917,TX,Crosby,33.64,-101.23
34918,TX,Yoakum,32.96,-102.83
34922,TX,Lubbock,33.66,-101.68
34923,TX,Garza,33.04,-101.2
34924,TX,Dawson,32.73,-101.95
34928,TX,Gaines,32.92,-102.42
34935,TX,Lynn,33,-101.82
34987,TX,Jones,32.75,-99.89
34988,TX,Stonewall,33.13,-100.22
34992,TX,Nolan,32.08,-100.31
34993,TX,Taylor,32.28,-99.83
34995,TX,Howard,32.29,-101.3
34996,TX,Mitchell,32.39,-100.85
34997,TX,Scurry,32.57,-100.89
34999,TX,Kent,33.36,-100.66
35011,TX,Fisher,32.79,-100.22
35047,TX,Midland,32.02,-102.1
35059,TX,Andrews,32.32,-102.54
35060,TX,Reeves,30.98,-103.74
35061,TX,Ward,31.46,-103.39
35064,TX,Pecos,31.24,-103.07
35065,TX,Crane,31.39,-102.35
35067,TX,Jeff Davis,30.59,-103.9
35069,TX,Borden,32.77,-101.45
35070,TX,Glasscock,31.87,-101.48
35072,TX,Ector,31.98,-102.61
35076,TX,Winkler,31.85,-103.09
35078,TX,Martin,32.31,-101.88
35079,TX,Upton,31.13,-102.21
35080,TX,Loving,31.71,-103.6
35107,TX,El Paso,31.99,-106.59
35108,TX,Brewster,30.36,-103.66
35114,TX,Hudspeth,31.93,-105.2
35118,TX,Presidio,30.31,-104.02
35121,TX,Culberson,31.74,-105.08
35192,CO,Jefferson,39.82,-105.1
35199,CO,Arapahoe,39.69,-104.81
35200,CO,Adams,39.69,-104.81
35209,CO,Broomfield,39.94,-105.06
35214,CO,Boulder,39.93,-105.27
35233,CO,Elbert,39.47,-103.95
35236,CO,Douglas,39.37,-104.85
35252,CO,Denver,39.59,-105.01
35261,CO,El Paso,39.07,-104.85
35367,CO,Park,39.28,-106.06
35369,CO,Gilpin,39.8,-105.49
35370,CO,Eagle,39.87,-106.7
35371,CO,Summit,39.5,-106.04
35375,CO,Routt,40.7,-106.92
35376,CO,Lake,39.37,-106.18
35377,CO,Jackson,40.57,-106.43
35382,CO,Clear Creek,39.78,-105.6
35387,CO,Grand,39.93,-105.79
35429,CO,Weld,40.17,-105.11
35431,CO,Larimer,40.37,-105.52
35494,CO,Morgan,40.33,-104.12
35502,CO,Washington,40.16,-103.21
35503,CO,Phillips,40.68,-102.17
35504,CO,Logan,40.55,-103.27
35507,CO,Yuma,40.11,-102.48
35516,CO,Sedgwick,40.98,-102.26
35534,CO,Cheyenne,38.85,-102.17
35535,CO,Lincoln,39.28,-103.27
35536,CO,Kit Carson,39.3,-102.42
35542,CO,Teller,38.74,-105.17
35630,CO,Pueblo,38.27,-104.62
35632,CO,Conejos,37.07,-106.01
35644,CO,Las Animas,37.4,-104.65
35645,CO,Kiowa,38.33,-103.33
35651,CO,Baca,37.1,-102.57
35652,CO,Otero,38.1,-103.51
35653,CO,Crowley,38.19,-103.85
35656,CO,Bent,38.1,-103.15
35658,CO,Huerfano,37.78,-105.17
35659,CO,Prowers,38.06,-102.31
35691,CO,Alamosa,37.46,-105.87
35693,CO,Archuleta,37.02,-107.4
35694,CO,La Plata,37.23,-107.59
35695,CO,Costilla,37.43,-105.51
35697,CO,Saguache,37.75,-106.11
35702,CO,Mineral,37.85,-106.92
35704,CO,Rio Grande,37.67,-106.35
35725,CO,Chaffee,38.53,-106
35726,CO,Gunnison,38.67,-106.83
35728,CO,Fremont,38.44,-105.23
35743,CO,Hinsdale,38.07,-107.3
35755,CO,Custer,38.13,-105.46
35761,CO,Dolores,37.65,-108.82
35762,CO,Montezuma,37.35,-108.57
35765,CO,San Miguel,37.92,-108.93
35775,CO,Montrose,38.49,-107.87
35778,CO,Delta,38.78,-107.93
35792,CO,Ouray,38.08,-107.69
35798,CO,San Juan,37.82,-107.64
35801,CO,Mesa,39.08,-108.55
35816,CO,Garfield,39.54,-107.33
35818,CO,Moffat,40.24,-109
35819,CO,Pitkin,39.19,-106.82
35838,CO,Rio Blanco,40.05,-107.89
35854,WY,Laramie,41.14,-104.79
35864,WY,Albany,41.58,-105.69
35882,WY,Park,44.57,-110.51
35883,WY,Platte,42.05,-104.95
35885,WY,Goshen,42.21,-104.51
35893,WY,Niobrara,43.02,-104.64
35895,WY,Converse,42.76,-104.92
35903,WY,Carbon,41.78,-107.22
35904,WY,Fremont,42.48,-107.84
35906,WY,Sweetwater,42.23,-107.55
35917,WY,Washakie,44,-107.95
35918,WY,Big Horn,44.37,-108.04
35928,WY,Hot Springs,43.8,-108.18
35949,WY,Natrona,42.83,-106.32
35962,WY,Johnson,43.7,-106.63
35970,WY,Weston,43.84,-104.21
35971,WY,Crook,44.63,-104.18
35976,WY,Campbell,44.28,-105.51
35988,WY,Sheridan,44.79,-106.95
36004,WY,Sublette,43.2,-110.41
36008,WY,Uinta,41.25,-110.96
36023,WY,Teton,43.47,-110.76
36030,WY,Lincoln,41.78,-110.55
36048,ID,Bannock,42.9,-112.39
36055,ID,Bingham,43.09,-112.84
36056,ID,Power,42.72,-112.99
36058,ID,Butte,43.65,-113.28
36061,ID,Caribou,42.79,-111.91
36063,ID,Bear Lake,42.36,-111.37
36066,ID,Custer,44.65,-114.15
36068,ID,Franklin,42.18,-112.03
36069,ID,Lemhi,45.11,-114.43
36080,ID,Oneida,42.2,-112.67
36105,ID,Twin Falls,42.41,-114.59
36108,ID,Cassia,42.38,-113.6
36110,ID,Blaine,43.39,-114.24
36111,ID,Gooding,43.01,-114.94
36116,ID,Camas,43.35,-114.98
36118,ID,Lincoln,42.87,-114.24
36119,ID,Jerome,42.57,-114.25
36127,ID,Minidoka,42.56,-113.81
36144,ID,Bonneville,43.5,-111.89
36152,ID,Fremont,44.05,-111.32
36154,ID,Teton,43.73,-111.22
36155,ID,Clark,44.22,-112.37
36157,ID,Jefferson,43.98,-112.18
36165,ID,Madison,43.86,-111.42
36190,ID,Nez Perce,46.16,-116.92
36191,ID,Clearwater,46.52,-116.3
36192,ID,Idaho,45.94,-116.52
36193,ID,Lewis,46.23,-116.48
36200,ID,Latah,46.55,-116.74
36218,ID,Elmore,43.8,-115.15
36219,ID,Boise,44.1,-116.13
36220,ID,Owyhee,42.57,-115.85
36221,ID,Canyon,43.66,-116.63
36224,ID,Washington,44.62,-116.7
36225,ID,Valley,44.59,-115.57
36226,ID,Adams,44.89,-116.54
36228,ID,Ada,43.79,-116.38
36229,ID,Gem,43.98,-116.52
36230,ID,Payette,43.96,-116.91
36310,ID,Kootenai,47.96,-116.68
36311,ID,Shoshone,47.17,-115.8
36313,ID,Bonner,48.04,-116.96
36314,ID,Boundary,48.75,-116.51
36328,ID,Benewah,47.12,-116.91
36374,UT,Duchesne,40.43,-110.25
36376,UT,Utah,40.39,-111.78
36379,UT,Salt Lake,40.59,-112.1
36381,UT,Uintah,40.45,-109.53
36382,UT,Davis,40.88,-111.82
36388,UT,Summit,40.88,-111.31
36389,UT,Morgan,41.13,-111.54
36392,UT,Tooele,40.32,-112.79
36393,UT,Daggett,40.91,-109.34
36398,UT,Rich,41.91,-111.25
36401,UT,Wasatch,40.43,-111.19
36435,UT,Weber,41.17,-112.04
36524,UT,Box Elder,41.61,-112.12
36526,UT,Cache,41.82,-111.99
36575,UT,Carbon,39.57,-110.8
36576,UT,San Juan,37.2,-109.29
36579,UT,Emery,39.2,-110.92
36580,UT,Grand,38.97,-109.31
36608,UT,Sevier,38.91,-111.93
36609,UT,Sanpete,39.08,-111.84
36612,UT,Millard,39.29,-112.56
36615,UT,Juab,39.95,-112.17
36650,UT,Kane,37.46,-112.5
36652,UT,Garfield,38.09,-112
36653,UT,Beaver,38.38,-112.66
36654,UT,Iron,37.87,-113.66
36655,UT,Wayne,38.33,-111.55
36662,UT,Washington,37.39,-113.63
36663,UT,Piute,38.18,-112.22
36721,AZ,Maricopa,33.45,-112.06
36803,AZ,Pinal,33.42,-111.54
36815,AZ,Gila,33,-110.78
36942,AZ,Pima,32.15,-112.62
36945,AZ,Yavapai,34.13,-112.13
36946,AZ,La Paz,33.93,-113.86
36953,AZ,Yuma,32.94,-113.34
36980,AZ,Mohave,34.79,-113.37
37011,AZ,Graham,33.07,-110.25
37014,AZ,Greenlee,33.27,-109.27
37034,AZ,Cochise,32.19,-110.38
37042,AZ,Santa Cruz,31.57,-110.54
37142,AZ,Navajo,34.23,-110.07
37146,AZ,Apache,33.83,-109.19
37156,AZ,Coconino,34.42,-110.91
37288,NM,Sandoval,35.38,-106.47
37289,NM,Valencia,34.65,-106.77
37291,NM,Cibola,35.14,-108.23
37292,NM,Socorro,34.47,-106.8
37294,NM,Bernalillo,35.1,-106.37
37295,NM,Torrance,34.37,-105.7
37296,NM,Santa Fe,35.37,-106.14
37298,NM,Rio Arriba,36.16,-106.61
37320,NM,San Juan,36.26,-107.74
37327,NM,McKinley,35.36,-108.04
37394,NM,Mckinley,35.52,-108.73
37443,NM,Taos,36.94,-105.45
37466,NM,San Miguel,35.48,-105.4
37470,NM,Los Alamos,35.89,-106.28
37503,NM,Colfax,36.39,-105.27
37504,NM,Guadalupe,35.2,-105.14
37505,NM,Mora,35.91,-105.24
37515,NM,Harding,36.08,-104.25
37533,NM,Catron,33.88,-108.53
37544,NM,Sierra,33.13,-107.24
37549,NM,Dona Ana,32.75,-107.26
37559,NM,DoÃ±a Ana,32.33,-106.75
37564,NM,Hidalgo,32.02,-108.68
37570,NM,Grant,33.01,-108.28
37577,NM,Luna,31.82,-107.64
37609,NM,Curry,34.41,-103.2
37613,NM,Roosevelt,33.86,-103.11
37614,NM,Lea,33.51,-103.33
37618,NM,De Baca,34.47,-104.23
37620,NM,Quay,34.64,-103.9
37632,NM,Chaves,33.37,-104.52
37635,NM,Eddy,32.84,-104.43
37660,NM,Lincoln,33.64,-105.88
37661,NM,Otero,32.88,-105.95
37694,NM,Union,35.91,-103.15
37791,NV,Clark,36.14,-115.28
37793,NV,Lincoln,37.27,-115.2
37795,NV,Nye,37.09,-116.79
37802,NV,Esmeralda,37.68,-117.93
37933,NV,White Pine,39.42,-115
37934,NV,Lander,39.54,-117.19
37938,NV,Eureka,39.82,-116.19
37942,NV,Washoe,39.28,-119.95
37943,NV,Lyon,39.26,-119.48
37944,NV,Humboldt,41.75,-118.66
37946,NV,Churchill,39.5,-118.29
37950,NV,Douglas,38.75,-119.61
37955,NV,Mineral,38.65,-118.83
37956,NV,Pershing,40.59,-118.06
37977,NV,Storey,39.3,-119.63
38015,NV,Carson City,39.14,-119.71
38026,NV,Elko,40.95,-115.79
38045,CA,Los Angeles,33.97,-118.24
38199,CA,San Diego,32.83,-116.76
38242,CA,Orange,33.84,-118
38409,CA,Ventura,34.18,-118.91
38522,CA,San Bernardino,34.14,-117.61
38554,CA,Riverside,33.99,-117.53
38792,CA,Imperial,32.79,-114.53
38869,CA,Inyo,36.29,-116.45
39151,CA,Santa Barbara,34.43,-119.52
39204,CA,Tulare,35.86,-119.46
39205,CA,Kings,36.31,-119.71
39206,CA,Kern,35.08,-118.79
39212,CA,Fresno,36.19,-120.39
39300,CA,San Luis Obispo,35.25,-120.62
39315,CA,Monterey,35.85,-120.8
39358,CA,Mono,37.87,-118.54
39407,CA,Madera,37.39,-119.73
39425,CA,Merced,37.07,-120.63
39428,CA,Mariposa,37.47,-119.66
39561,CA,San Mateo,37.5,-122.3
39574,CA,Santa Clara,37.36,-122.14
39607,CA,San Francisco,37.77,-122.41
39673,CA,Sacramento,38.58,-121.49
39745,CA,Alameda,37.77,-122.27
39747,CA,Napa,38.18,-122.25
39748,CA,Contra Costa,37.86,-121.64
39753,CA,Solano,38.11,-122.13
39890,CA,Marin,37.97,-122.5
39898,CA,Sonoma,38.33,-122.97
39945,CA,Santa Cruz,36.97,-121.89
39965,CA,San Benito,36.89,-121.24
40062,CA,San Joaquin,37.9,-121.22
40078,CA,Calaveras,38.07,-120.55
40087,CA,Stanislaus,37.96,-120.87
40117,CA,Tuolumne,37.82,-120.25
40202,CA,Mendocino,39.21,-123.69
40211,CA,Lake,38.96,-122.64
40271,CA,Humboldt,40.8,-124.15
40282,CA,Trinity,40.95,-123.43
40284,CA,Del Norte,41.78,-124.16
40313,CA,Siskiyou,41.47,-123.46
40322,CA,Amador,38.43,-120.84
40323,CA,Placer,39,-121.09
40326,CA,Yolo,38.59,-121.54
40334,CA,El Dorado,38.8,-120.88
40364,CA,Sutter,38.89,-121.8
40408,CA,Yuba,39.04,-121.39
40419,CA,Nevada,39.16,-120.95
40490,CA,Sierra,39.46,-120.84
40491,CA,Colusa,39.02,-122.04
40492,CA,Glenn,39.72,-122.14
40493,CA,Butte,39.42,-121.36
40494,CA,Plumas,40,-121.24
40565,CA,Shasta,40.6,-122.46
40568,CA,Modoc,41.15,-120.89
40571,CA,Lassen,41.06,-121.11
40581,CA,Tehama,39.92,-122.28
40663,CA,Alpine,38.73,-119.84
40865,HI,Honolulu,21.38,-157.92
40866,HI,Kauai,22.14,-159.31
40867,HI,Hawaii,19.5,-155.9
40871,HI,Maui,20.91,-156.32
40900,HI,Kalawao,21.19,-156.98
41029,OR,Wasco,44.95,-120.65
41030,OR,Marion,45.23,-122.8
41031,OR,Clackamas,45.25,-122.46
41032,OR,Washington,45.49,-122.8
41037,OR,Multnomah,45.55,-122.27
41040,OR,Hood River,45.61,-121.84
41042,OR,Columbia,46.06,-123.27
41054,OR,Sherman,45.28,-120.73
41096,OR,Yamhill,45.1,-123.23
41097,OR,Clatsop,45.84,-123.86
41100,OR,Tillamook,45.58,-123.81
41204,OR,Polk,45.02,-123.11
41216,OR,Benton,44.62,-123.13
41217,OR,Linn,44.63,-123
41220,OR,Lincoln,44.62,-123.6
41275,OR,Lane,44.06,-123.08
41280,OR,Curry,42.59,-124.01
41281,OR,Coos,43.42,-124.03
41284,OR,Douglas,42.78,-123.12
41296,OR,Klamath,43.47,-121.92
41361,OR,Josephine,42.66,-123.39
41364,OR,Jackson,42.28,-122.9
41394,OR,Lake,42.1,-119.85
41413,OR,Deschutes,44.07,-121.25
41418,OR,Harney,42.17,-118.36
41419,OR,Jefferson,44.7,-120.72
41435,OR,Wheeler,44.66,-119.78
41436,OR,Crook,44.11,-119.79
41445,OR,Umatilla,45.73,-118.79
41447,OR,Gilliam,45.55,-120.32
41449,OR,Baker,44.81,-117.74
41450,OR,Grant,44.7,-118.79
41451,OR,Morrow,45.77,-119.52
41455,OR,Union,45.35,-117.84
41459,OR,Wallowa,45.67,-117.03
41499,OR,Malheur,43.59,-117.1
41515,WA,King,47.3,-122.26
41526,WA,Snohomish,47.84,-122.19
41568,WA,Kitsap,47.65,-122.55
41573,WA,Kittitas,47.42,-121.37
41660,WA,Whatcom,48.7,-122.19
41661,WA,Skagit,48.46,-122.6
41662,WA,San Juan,48.56,-122.8
41675,WA,Island,47.95,-122.41
41729,WA,Pierce,47.15,-122.7
41731,WA,Clallam,48.05,-124.28
41737,WA,Jefferson,47.69,-122.99
41752,WA,Lewis,46.53,-122.14
41762,WA,Thurston,46.82,-122.27
41872,WA,Grays Harbor,46.88,-123.99
41874,WA,Mason,47.37,-122.84
41876,WA,Pacific,46.63,-123.95
41919,WA,Cowlitz,46.36,-123.07
41936,WA,Clark,45.93,-122.44
41937,WA,Klickitat,45.85,-121.28
41944,WA,Skamania,45.79,-121.89
41946,WA,Wahkiakum,46.22,-123.31
41999,WA,Chelan,47.37,-120.35
42000,WA,Douglas,47.49,-120.19
42003,WA,Okanogan,48.15,-119.82
42012,WA,Grant,47.27,-119.59
42045,WA,Yakima,46.71,-120.42
42080,WA,Spokane,47.64,-117.56
42085,WA,Lincoln,47.51,-117.92
42089,WA,Stevens,47.91,-117.8
42092,WA,Whitman,47.16,-117.84
42116,WA,Adams,46.88,-118.15
42117,WA,Ferry,48.99,-118.21
42127,WA,Pend Oreille,48.51,-117.37
42209,WA,Franklin,46.41,-118.9
42211,WA,Benton,46.24,-119.49
42214,WA,Walla Walla,46.22,-118.82
42217,WA,Columbia,46.31,-117.9
42230,WA,Garfield,46.44,-117.54
42245,WA,Asotin,46.08,-117.27
42248,AK,Anchorage Borough,61.22,-149.85
42256,AK,Municipality of Anchorage,61.17,-149.88
42274,AK,Bethel Census Area,60.78,-161.79
42275,AK,Aleutians West Census Area,51.9,-176.67
42277,AK,Lake and Peninsula Borough,56.23,-158.74
42279,AK,Kodiak Island Borough,57.9,-153.04
42282,AK,Aleutians East Borough,54.13,-165.88
42283,AK,Wade Hampton Census Area,62.44,-164.38
42284,AK,Dillingham Census Area,59.24,-158.62
42285,AK,Kenai Peninsula Borough,59.82,-151.59
42287,AK,Yukon-Koyukuk Census Area,62.63,-160.2
42293,AK,Valdez-Cordova Census Area,61.45,-143.15
42328,AK,Bristol Bay Borough,58.75,-156.54
42341,AK,Matanuska-Susitna Borough,61.58,-149.44
42369,AK,Nome Census Area,63.47,-162.11
42398,AK,Yakutat Borough,59.51,-139.71
42406,AK,Fairbanks North Star Borough,64.81,-147.72
42421,AK,North Slope Borough,68.15,-151.71
42427,AK,Northwest Arctic Borough,65.97,-161.13
42428,AK,Denali Borough,63.33,-148.33
42430,AK,Southeast Fairbanks Census Area,64.04,-145.73
42489,AK,Juneau Borough,58.58,-134.77
42490,AK,City and Borough of Juneau,58.3,-134.42
42494,AK,Hoonah-Angoon Borough,57.44,-134.48
42499,AK,Haines Borough,59.16,-135.86
42501,AK,Petersburg Borough,56.79,-134.19
42504,AK,Sitka Borough,56.73,-135
42506,AK,Skagway Borough,59.57,-135.35
42509,AK,Ketchikan Gateway Borough,55.61,-131.58
42510,AK,Prince of Wales-Outer Ketchikan Borough,55.68,-132.19
42520,AK,Wrangell Borough,55.95,-131.96
